open time,open,high,low,close,volume,close time,quote asset volume,number of trades,taker buy base asset volume,taker buy quote asset volume,ignore,is_interpolated,gk_volatility,target_reg,target_class
2018-01-02 05:00:00,13129.03,13244.99,13090.7,13166.95,600.002711,2018-01-02 05:59:59.999,7903357.57147624,5021.0,327.211954,4310210.78436802,0.0,0,0.008089160758762752,0.015370687243147123,1
2018-01-02 06:00:00,13166.95,13338.66,13041.5,13255.98,722.310035,2018-01-02 06:59:59.999,9545967.49869788,5077.0,425.731292,5627114.99970843,0.0,0,0.015370687243147123,0.010439307696570501,1
2018-01-02 07:00:00,13256.07,13359.98,13150.0,13343.0,665.58438,2018-01-02 07:59:59.999,8824923.2903453,4002.0,405.870246,5382065.74866924,0.0,0,0.010439307696570501,0.007223718475181939,0
2018-01-02 08:00:00,13343.01,13440.0,13302.59,13326.09,745.643663,2018-01-02 08:59:59.999,9961715.90003298,4378.0,478.977131,6399789.17624516,0.0,0,0.007223718475181939,0.009081966264187108,1
2018-01-02 09:00:00,13342.97,13523.46,13326.1,13452.0,511.54277,2018-01-02 09:59:59.999,6875573.05051263,4383.0,296.566815,3988157.79717846,0.0,0,0.009081966264187108,0.01030938727138128,1
2018-01-02 10:00:00,13460.0,13617.28,13401.6,13560.0,654.454591,2018-01-02 10:59:59.999,8861013.78617446,5114.0,393.745927,5332072.80118615,0.0,0,0.01030938727138128,0.00830191250112852,0
2018-01-02 11:00:00,13566.5,13573.0,13401.05,13490.0,684.54165,2018-01-02 11:59:59.999,9232320.5542984,4638.0,409.158616,5518230.31436359,0.0,0,0.00830191250112852,0.00729785986235813,0
2018-01-02 12:00:00,13490.0,13590.0,13450.46,13489.04,671.205943,2018-01-02 12:59:59.999,9081599.37166522,5411.0,444.767026,6018779.07792742,0.0,0,0.00729785986235813,0.012082380030208392,1
2018-01-02 13:00:00,13489.04,13875.0,13470.41,13864.98,1036.83633,2018-01-02 13:59:59.999,14205791.26338804,9538.0,622.888065,8534968.66083937,0.0,0,0.012082380030208392,0.01015839573817742,0
2018-01-02 14:00:00,13864.95,13894.86,13630.0,13664.4,705.180727,2018-01-02 14:59:59.999,9692832.86484821,7636.0,401.895566,5524012.01515404,0.0,0,0.01015839573817742,0.011858990436947913,1
2018-01-02 15:00:00,13661.21,13739.89,13510.0,13690.03,952.656508,2018-01-02 15:59:59.999,12987036.86897015,6816.0,571.441429,7790917.1990343,0.0,0,0.011858990436947913,0.012492420935823692,0
2018-01-02 16:00:00,13690.02,13842.88,13584.99,13590.02,1020.856756,2018-01-02 16:59:59.999,14041138.65294967,7866.0,594.777166,8182147.7450446,0.0,0,0.012492420935823692,0.013012869374435564,1
2018-01-02 17:00:00,13599.99,13799.65,13503.0,13780.0,817.501105,2018-01-02 17:59:59.999,11196714.5325901,6899.0,471.88292,6465341.62308624,0.0,0,0.013012869374435564,0.03518292945913269,1
2018-01-02 18:00:00,13789.98,14750.0,13755.43,14580.0,1573.60355,2018-01-02 18:59:59.999,22564808.98257459,14697.0,880.498908,12616910.44513667,0.0,0,0.03518292945913269,0.04645544380635448,1
2018-01-02 19:00:00,14576.87,15473.49,14480.0,14732.75,1678.312072,2018-01-02 19:59:59.999,25053235.54945863,19595.0,918.556049,13718562.28739807,0.0,0,0.04645544380635448,0.021251373369318437,1
2018-01-02 20:00:00,14710.02,15160.31,14710.0,14751.0,1150.528492,2018-01-02 20:59:59.999,17214836.6546723,10591.0,669.416989,10018578.79875552,0.0,0,0.021251373369318437,0.019071805385049066,0
2018-01-02 21:00:00,14751.0,14944.99,14544.0,14692.4,906.843821,2018-01-02 21:59:59.999,13359878.95630231,6947.0,499.011064,7357750.91935592,0.0,0,0.019071805385049066,0.015626711291915407,1
2018-01-02 22:00:00,14700.0,15025.0,14685.01,14799.96,858.185273,2018-01-02 22:59:59.999,12730613.66012709,6286.0,463.822907,6880304.79523652,0.0,0,0.015626711291915407,0.012722227068242494,0
2018-01-02 23:00:00,14799.97,14887.08,14600.0,14675.11,764.349881,2018-01-02 23:59:59.999,11258098.90998797,5807.0,464.505566,6842343.90114678,0.0,0,0.012722227068242494,0.012215690038144503,1
2018-01-03 00:00:00,14690.0,14926.22,14660.0,14774.53,661.468616,2018-01-03 00:59:59.999,9782866.63347001,5517.0,384.029694,5679006.25938769,0.0,0,0.012215690038144503,0.008900143051036235,1
2018-01-03 01:00:00,14758.01,14853.53,14660.0,14820.0,788.317514,2018-01-03 01:59:59.999,11641162.85637754,5790.0,456.932296,6748906.31290853,0.0,0,0.008900143051036235,0.0164554783634814,1
2018-01-03 02:00:00,14847.97,15119.9,14744.99,15008.07,822.858852,2018-01-03 02:59:59.999,12253315.42156403,7277.0,465.479186,6932154.81615471,0.0,0,0.0164554783634814,0.024651294930650988,0
2018-01-03 03:00:00,15008.07,15299.99,14750.0,14818.49,1031.188608,2018-01-03 03:59:59.999,15496628.91407138,8521.0,585.403596,8796480.57334294,0.0,0,0.024651294930650988,0.012372156510099371,1
2018-01-03 04:00:00,14805.81,15117.56,14795.05,15019.66,781.021342,2018-01-03 04:59:59.999,11712390.94687737,6594.0,492.168533,7383529.78052616,0.0,0,0.012372156510099371,0.009971569116233857,0
2018-01-03 05:00:00,15031.01,15114.98,14900.0,14988.0,860.383177,2018-01-03 05:59:59.999,12936747.23457305,6034.0,535.034952,8045589.21607626,0.0,0,0.009971569116233857,0.016407491363082848,1
2018-01-03 06:00:00,14980.89,15276.13,14858.01,15242.63,908.687696,2018-01-03 06:59:59.999,13643140.03592656,8554.0,538.149754,8084997.84536315,0.0,0,0.016407491363082848,0.007685241187373327,0
2018-01-03 07:00:00,15242.64,15307.56,15130.24,15170.0,661.609852,2018-01-03 07:59:59.999,10067988.44384855,6666.0,364.130365,5541798.33024187,0.0,0,0.007685241187373327,0.01082796888651457,0
2018-01-03 08:00:00,15170.0,15172.99,14900.0,15002.59,895.934758,2018-01-03 08:59:59.999,13470971.40435021,8049.0,553.572927,8326389.84895636,0.0,0,0.01082796888651457,0.02091692430203493,0
2018-01-03 09:00:00,15002.59,15048.0,14440.0,14519.99,1241.904776,2018-01-03 09:59:59.999,18314218.02757775,11329.0,637.992492,9409557.73409053,0.0,0,0.02091692430203493,0.03432533663175122,0
2018-01-03 10:00:00,14501.05,14855.0,14150.0,14455.55,1271.034018,2018-01-03 10:59:59.999,18262345.3566317,11121.0,668.274946,9607962.10528943,0.0,0,0.03432533663175122,0.025350902503733088,1
2018-01-03 11:00:00,14455.55,14771.84,14200.0,14730.05,793.92939,2018-01-03 11:59:59.999,11611384.04567768,7352.0,476.888448,6977815.8921497,0.0,0,0.025350902503733088,0.013931399387743428,0
2018-01-03 12:00:00,14764.73,14799.0,14400.04,14450.0,614.534955,2018-01-03 12:59:59.999,9003117.63719107,6728.0,341.480189,5002368.19533259,0.0,0,0.013931399387743428,0.01701654977303886,1
2018-01-03 13:00:00,14469.0,14890.0,14401.07,14855.02,380.592932,2018-01-03 13:59:59.999,5593823.60403902,5593.0,215.283995,3165269.94869266,0.0,0,0.01701654977303886,0.013324959776682197,0
2018-01-03 14:00:00,14859.98,15045.51,14758.0,14790.11,581.690557,2018-01-03 14:59:59.999,8656948.53358999,7285.0,283.359051,4216731.31697602,0.0,0,0.013324959776682197,0.006993847656726932,1
2018-01-03 15:00:00,14812.97,15033.77,14790.13,15033.77,505.915681,2018-01-03 15:59:59.999,7543899.72003219,7090.0,262.785906,3919758.65722056,0.0,0,0.006993847656726932,0.010642435526617072,0
2018-01-03 16:00:00,15045.0,15130.0,14901.93,15010.06,477.866959,2018-01-03 16:59:59.999,7179507.4010328,6749.0,232.27894,3490659.70966952,0.0,0,0.010642435526617072,0.009769136347530561,0
2018-01-03 17:00:00,15011.0,15057.2,14779.83,14800.0,389.080093,2018-01-03 17:59:59.999,5820474.81681825,5293.0,175.837598,2630546.34177907,0.0,0,0.009769136347530561,0.009413296380812406,0
2018-01-03 18:00:00,14800.0,14899.86,14697.99,14749.97,430.999286,2018-01-03 18:59:59.999,6374494.9583882,6249.0,188.43322,2788138.33510964,0.0,0,0.009413296380812406,0.008380230147545823,0
2018-01-03 19:00:00,14710.0,14846.13,14671.0,14700.01,361.751015,2018-01-03 19:59:59.999,5341333.8747378,5791.0,206.856421,3054919.47414387,0.0,0,0.008380230147545823,0.008512062196988504,1
2018-01-03 20:00:00,14700.01,14950.0,14683.0,14926.01,343.677881,2018-01-03 20:59:59.999,5082977.45331962,5079.0,165.588481,2448173.47272093,0.0,0,0.008512062196988504,0.0075712038815227934,1
2018-01-03 21:00:00,14939.11,14990.0,14830.0,14926.96,191.636316,2018-01-03 21:59:59.999,2857196.34980898,3279.0,107.060249,1596752.86590438,0.0,0,0.0075712038815227934,0.004710768299499113,0
2018-01-03 22:00:00,14926.96,14949.0,14799.64,14799.91,260.659165,2018-01-03 22:59:59.999,3875952.3411435,4223.0,130.892065,1947360.52148238,0.0,0,0.004710768299499113,0.009637904397821818,1
2018-01-03 23:00:00,14792.32,14940.82,14710.0,14919.51,648.9242,2018-01-03 23:59:59.999,9593982.32514286,6624.0,527.040262,7792465.69182913,0.0,0,0.009637904397821818,0.008961880969068414,0
2018-01-04 00:00:00,14919.51,14948.0,14710.25,14753.76,820.84674,2018-01-04 00:59:59.999,12149455.37060998,6940.0,608.858344,9013430.15167021,0.0,0,0.008961880969068414,0.01855541319589552,1
2018-01-04 01:00:00,14765.65,15179.0,14649.99,15172.12,1181.627263,2018-01-04 01:59:59.999,17523562.68899062,9267.0,844.362806,12523026.88565077,0.0,0,0.01855541319589552,0.009960202495951998,0
2018-01-04 02:00:00,15175.0,15280.0,15059.0,15110.9,1055.426462,2018-01-04 02:59:59.999,16053116.04486577,9660.0,583.7624,8880632.6260615,0.0,0,0.009960202495951998,0.0002033169466004683,1
2018-01-04 03:00:00,15110.9,15119.98,15110.9,15119.97,4.635181,2018-01-04 03:00:14.838,70055.81407438,34.0,1.445181,21844.74134491,0.0,0,0.0002033169466004683,0.00803400259693784,0
2018-01-04 04:00:00,15115.435,15119.974999999999,14920.45,14997.535,0.0,2018-01-04 05:00:00.000,0.0,0.0,0.0,0.0,0.0,1,0.00803400259693784,0.015440488833854878,0
2018-01-04 05:00:00,15119.97,15119.97,14730.0,14875.1,888.843951,2018-01-04 05:59:59.999,13217032.22275423,7247.0,467.652514,6954218.7876047,0.0,0,0.015440488833854878,0.011798596808235931,1
2018-01-04 06:00:00,14890.0,15100.0,14850.01,14899.01,867.618392,2018-01-04 06:59:59.999,13006762.35738543,7920.0,498.426369,7472815.58744073,0.0,0,0.011798596808235931,0.0080955576176395,0
2018-01-04 07:00:00,14899.01,14900.0,14685.0,14748.0,1083.438099,2018-01-04 07:59:59.999,15991975.84372144,7676.0,675.005339,9964314.35852812,0.0,0,0.0080955576176395,0.018370855664549404,0
2018-01-04 08:00:00,14734.07,14800.0,14211.69,14221.05,1207.568042,2018-01-04 08:59:59.999,17513104.39428027,9451.0,714.310355,10371449.90609466,0.0,0,0.018370855664549404,0.024328776964629432,1
2018-01-04 09:00:00,14221.05,14410.05,13918.04,14299.01,1121.48775,2018-01-04 09:59:59.999,15953649.86933259,10933.0,568.311449,8098272.71771671,0.0,0,0.024328776964629432,0.014135175287164785,1
2018-01-04 10:00:00,14299.01,14523.94,14214.8,14429.0,1037.040763,2018-01-04 10:59:59.999,14913412.77827823,6945.0,630.098167,9059322.12991237,0.0,0,0.014135175287164785,0.013455865753210733,1
2018-01-04 11:00:00,14427.0,14571.78,14280.0,14539.97,973.455496,2018-01-04 11:59:59.999,14032662.45053292,6015.0,573.660943,8272046.20246575,0.0,0,0.013455865753210733,0.022320189126857622,0
2018-01-04 12:00:00,14539.99,14653.4,14181.88,14398.97,915.408594,2018-01-04 12:59:59.999,13227884.45600683,7930.0,499.62905,7225654.29766597,0.0,0,0.022320189126857622,0.010525055644808858,1
2018-01-04 13:00:00,14398.97,14600.02,14360.01,14518.95,872.818456,2018-01-04 13:59:59.999,12656151.62327315,8605.0,484.840292,7032263.81129361,0.0,0,0.010525055644808858,0.009543775019050604,0
2018-01-04 14:00:00,14518.95,14600.8,14404.99,14513.06,962.798872,2018-01-04 14:59:59.999,13945429.36508199,6803.0,535.561643,7756793.27405514,0.0,0,0.009543775019050604,0.011316469563989271,0
2018-01-04 15:00:00,14501.05,14534.58,14270.01,14353.01,1209.805263,2018-01-04 15:59:59.999,17438791.82524634,9640.0,733.494971,10577201.79150938,0.0,0,0.011316469563989271,0.011860250007423762,1
2018-01-04 16:00:00,14367.99,14494.99,14238.01,14469.97,1129.730622,2018-01-04 16:59:59.999,16228147.93257719,8235.0,592.209491,8511426.22374802,0.0,0,0.011860250007423762,0.009345397510342987,1
2018-01-04 17:00:00,14469.97,14648.89,14400.97,14648.89,865.628274,2018-01-04 17:59:59.999,12592345.76714082,6892.0,548.246601,7974434.80805929,0.0,0,0.009345397510342987,0.008865048077550291,1
2018-01-04 18:00:00,14648.0,14864.0,14630.0,14811.0,779.049764,2018-01-04 18:59:59.999,11515860.3968383,6673.0,408.676463,6038640.74087418,0.0,0,0.008865048077550291,0.012184571623753913,1
2018-01-04 19:00:00,14805.01,14988.0,14720.05,14895.19,862.207466,2018-01-04 19:59:59.999,12785725.90227317,6870.0,468.191407,6942349.56027521,0.0,0,0.012184571623753913,0.012978265466671125,0
2018-01-04 20:00:00,14905.0,15011.0,14722.65,14799.02,1127.962286,2018-01-04 20:59:59.999,16832287.4622361,8914.0,730.535452,10905553.78521457,0.0,0,0.012978265466671125,0.0100994072507509,0
2018-01-04 21:00:00,14799.01,14944.97,14733.03,14797.88,707.223774,2018-01-04 21:59:59.999,10506210.04211577,6185.0,406.905057,6046448.75126089,0.0,0,0.0100994072507509,0.017077771730096367,1
2018-01-04 22:00:00,14797.89,14979.0,14601.0,14939.39,762.293702,2018-01-04 22:59:59.999,11295529.19388408,5254.0,484.659845,7185120.8868659,0.0,0,0.017077771730096367,0.013850878247940773,1
2018-01-04 23:00:00,14895.95,15100.08,14774.25,15059.54,892.734362,2018-01-04 23:59:59.999,13332429.99680822,6221.0,621.968812,9289530.98627672,0.0,0,0.013850878247940773,0.012414664494517341,0
2018-01-05 00:00:00,15059.56,15096.99,14802.0,14906.01,701.283048,2018-01-05 00:59:59.999,10462220.22037487,5583.0,435.276424,6493694.00318341,0.0,0,0.012414664494517341,0.010599078589914842,1
2018-01-05 01:00:00,14908.01,15100.0,14847.35,15040.0,922.722973,2018-01-05 01:59:59.999,13838678.80326033,6888.0,559.201991,8387930.06049056,0.0,0,0.010599078589914842,0.007158131568850488,1
2018-01-05 02:00:00,15038.04,15200.0,15038.04,15098.11,985.850712,2018-01-05 02:59:59.999,14930540.5865256,7911.0,584.629841,8856556.98496134,0.0,0,0.007158131568850488,0.024918328494730472,0
2018-01-05 03:00:00,15098.12,15180.0,14642.0,14965.37,1015.117957,2018-01-05 03:59:59.999,15194476.52037697,7669.0,595.22954,8916111.63904598,0.0,0,0.024918328494730472,0.02217781449819229,0
2018-01-05 04:00:00,14970.0,15083.63,14600.0,14820.05,947.316775,2018-01-05 04:59:59.999,14102901.98495554,8156.0,537.676379,8010445.48050068,0.0,0,0.02217781449819229,0.011129167799660866,1
2018-01-05 05:00:00,14820.05,15038.75,14756.0,15000.0,863.362834,2018-01-05 05:59:59.999,12863962.38206211,6485.0,550.385454,8201524.35886421,0.0,0,0.011129167799660866,0.015104017898995447,0
2018-01-05 06:00:00,14999.0,15020.0,14700.0,14952.34,779.698664,2018-01-05 06:59:59.999,11669904.59178459,5604.0,467.459223,6999970.87333522,0.0,0,0.015104017898995447,0.007350977315391495,0
2018-01-05 07:00:00,14952.34,14979.78,14822.32,14920.14,844.120506,2018-01-05 07:59:59.999,12574197.05135713,6377.0,482.962659,7195271.29580232,0.0,0,0.007350977315391495,0.01653972574455372,1
2018-01-05 08:00:00,14916.95,15450.0,14880.0,15424.81,949.347149,2018-01-05 08:59:59.999,14354625.44938311,7472.0,558.762573,8453411.48026598,0.0,0,0.01653972574455372,0.024766919991242083,1
2018-01-05 09:00:00,15429.6,16111.0,15429.6,15880.39,1397.016119,2018-01-05 09:59:59.999,22133735.53145177,15197.0,777.897127,12328543.10754207,0.0,0,0.024766919991242083,0.020593314838008858,1
2018-01-05 10:00:00,15873.5,16350.0,15826.37,16138.23,804.132075,2018-01-05 10:59:59.999,12917530.78615028,9952.0,442.714878,7110262.04137702,0.0,0,0.020593314838008858,0.013956538536368699,0
2018-01-05 11:00:00,16105.06,16185.65,15869.07,16090.69,1084.829419,2018-01-05 11:59:59.999,17413132.27351459,8975.0,608.029663,9761967.25684939,0.0,0,0.013956538536368699,0.013520391876806438,0
2018-01-05 12:00:00,16090.7,16140.09,15762.9,15838.0,1005.422193,2018-01-05 12:59:59.999,16003155.78600726,7809.0,591.993966,9425859.60241743,0.0,0,0.013520391876806438,0.01719857545729425,1
2018-01-05 13:00:00,15838.0,16199.0,15750.0,16093.94,996.320352,2018-01-05 13:59:59.999,15931398.93321165,7702.0,550.330226,8803824.55739092,0.0,0,0.01719857545729425,0.016046322128258874,1
2018-01-05 14:00:00,16071.62,16267.04,15901.01,16103.18,991.73917,2018-01-05 14:59:59.999,15964317.48340592,8216.0,558.016135,8982881.60373783,0.0,0,0.016046322128258874,0.008308516969466185,0
2018-01-05 15:00:00,16103.18,16170.0,15980.63,16087.72,787.31932,2018-01-05 15:59:59.999,12658865.35436976,6425.0,432.44759,6954459.83397193,0.0,0,0.008308516969466185,0.011716690791654365,1
2018-01-05 16:00:00,16094.99,16500.0,16087.73,16449.0,1007.615517,2018-01-05 16:59:59.999,16486193.33840179,9982.0,639.119463,10456537.31651501,0.0,0,0.011716690791654365,0.028458373884730735,1
2018-01-05 17:00:00,16449.0,17118.13,16420.0,16650.0,937.578122,2018-01-05 17:59:59.999,15626095.98977323,10616.0,550.989362,9190965.8644746,0.0,0,0.028458373884730735,0.021485083919671293,0
2018-01-05 18:00:00,16650.0,16988.0,16475.78,16579.0,1010.442838,2018-01-05 18:59:59.999,16929003.07647425,10082.0,507.553385,8502075.84835908,0.0,0,0.021485083919671293,0.015556139280678739,1
2018-01-05 19:00:00,16579.0,16673.0,16310.0,16593.01,1255.478351,2018-01-05 19:59:59.999,20713398.17095416,6945.0,622.626925,10269877.69984465,0.0,0,0.015556139280678739,0.013289614351122778,1
2018-01-05 20:00:00,16594.14,16670.0,16353.0,16668.36,1068.054734,2018-01-05 20:59:59.999,17615226.26913007,5369.0,554.907108,9156091.24093626,0.0,0,0.013289614351122778,0.011713692573792987,1
2018-01-05 21:00:00,16673.0,16950.0,16650.01,16799.95,1070.422615,2018-01-05 21:59:59.999,17983101.50398736,7562.0,652.764508,10968762.43355809,0.0,0,0.011713692573792987,0.014814525850238758,1
2018-01-05 22:00:00,16799.94,17047.92,16645.24,17021.36,896.537944,2018-01-05 22:59:59.999,15118363.40553237,7459.0,541.42957,9131237.86154413,0.0,0,0.014814525850238758,0.015458111745112853,0
2018-01-05 23:00:00,17021.36,17176.24,16801.02,16960.39,929.761738,2018-01-05 23:59:59.999,15836930.99439282,8533.0,544.218303,9271638.23401413,0.0,0,0.015458111745112853,0.01341067425185433,1
2018-01-06 00:00:00,16960.39,16999.0,16677.98,16998.0,830.785144,2018-01-06 00:59:59.999,13972060.49501373,7595.0,523.019472,8798350.46588749,0.0,0,0.01341067425185433,0.011505371232311542,1
2018-01-06 01:00:00,16998.0,17099.99,16823.0,17025.03,1103.392744,2018-01-06 01:59:59.999,18739608.31900031,8045.0,660.636171,11224912.93466971,0.0,0,0.011505371232311542,0.028055744189656125,0
2018-01-06 02:00:00,17025.03,17073.26,16288.0,16540.99,1172.708274,2018-01-06 02:59:59.999,19649780.28665981,9950.0,676.794301,11356261.50021951,0.0,0,0.028055744189656125,0.01634395517521382,0
2018-01-06 03:00:00,16505.04,16746.0,16363.1,16521.59,1140.827478,2018-01-06 03:59:59.999,18939383.21172603,8810.0,648.668876,10774773.91258926,0.0,0,0.01634395517521382,0.012770760303909409,0
2018-01-06 04:00:00,16521.57,16600.5,16300.0,16470.09,1030.651665,2018-01-06 04:59:59.999,16948504.78920559,6889.0,587.978759,9673095.29515041,0.0,0,0.012770760303909409,0.012510873000439971,1
2018-01-06 05:00:00,16477.49,16750.0,16422.43,16642.84,471.806854,2018-01-06 05:59:59.999,7812754.31477677,5066.0,274.316004,4543431.27523678,0.0,0,0.012510873000439971,0.006180956765282246,0
2018-01-06 06:00:00,16637.82,16719.38,16571.04,16604.99,259.476686,2018-01-06 06:59:59.999,4321847.25705908,3448.0,105.920366,1765018.90370769,0.0,0,0.006180956765282246,0.007523334127194951,0
2018-01-06 07:00:00,16600.0,16605.0,16415.21,16518.0,402.045227,2018-01-06 07:59:59.999,6637688.44734902,4908.0,204.474437,3377181.32207792,0.0,0,0.007523334127194951,0.0076125057512174315,0
2018-01-06 08:00:00,16500.18,16600.0,16414.55,16440.0,526.987415,2018-01-06 08:59:59.999,8691599.15997218,4898.0,358.367124,5911460.83424978,0.0,0,0.0076125057512174315,0.008483527707129568,0
2018-01-06 09:00:00,16439.99,16538.01,16340.0,16419.96,631.593515,2018-01-06 09:59:59.999,10388967.80643224,5831.0,361.535895,5948532.86838415,0.0,0,0.008483527707129568,0.011536722170658997,1
2018-01-06 10:00:00,16419.95,16750.01,16390.0,16690.2,624.785297,2018-01-06 10:59:59.999,10347604.11886466,6041.0,386.363821,6399681.69493868,0.0,0,0.011536722170658997,0.012602477088144612,0
